"case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_zip","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount"
"Attempted Abduction",1184022,"Closed","2011-09-28","13:48","Sexual Assault","Unknown","Riverside Dr","Juneau","AK",99801,"Juneau","Juneau (AK) PD","451789","Unknown","Unknown","14","Male","Unknown",NA,"20-23",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1185384,"Closed","2011-09-22","00:00","Sexual Assault","Home - Residence","Unknown Address","Mattydale","NY",13211,"Onondaga","Onondaga Co (NY) SO","453219","Unknown","Male","12","Male","Unknown",NA,"35-40",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1187911,"Closed","2012-01-20","17:30","Sexual Assault","Unknown","Cook St","Indian Wells","CA",92210,"Riverside","Indian Wells (CA) PD","455975","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1192369,"Closed","2012-04-01","22:05","Sexual Assault","Street","Esplanade Ave & N Miro St","New Orleans","LA",70119,"Orleans","New Orleans (LA) PD","460885","Unknown","Female","13","Male","Unknown",NA,"Unknown",NA,"Red","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1193432,"Closed","2012-04-12","07:30","Exposure","Street","Roscoe Blvd","Sun Valley","CA",91352,"Los Angeles","Los Angeles (CA) PD","462014","Unknown","Female","Unknown","Male","Unknown",NA,"25-40",NA,"Red","other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1197624,"Closed","2012-06-20","00:00","Suspicious Incident","Home - Residence","1700 Cooper Point Rd","Olympia","WA",98502,"Thurston","Olympia (WA) PD","466606","Unknown","Female","9","Male","Unknown",NA,"28",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1202906,"Closed","2012-09-12","07:00","Suspicious Incident","School - Bus Stop","11th St & Jennings St","Sioux City","IA",51101,"Woodbury","Sioux City (IA) PD","472398","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown",NA,"Silver","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1203693,"Closed","2012-09-27","09:00","Sexual Assault","Street","5900 Erving St","Springfield","VA",22150,"Fairfax","Franconia District (VA) PD","473276","Unknown","Female","17","Male","Unknown",NA,"30-49",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1207475,"Closed","2012-12-04","00:00","Attempted Abduction","Street","Unknown","Columbus","OH",43215,"Delaware","Columbus (OH) PD","477405","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1207618,"Closed","2012-12-04","07:25","Attempted Abduction","Street","Lechner Av & Doren Av","Columbus","OH",43215,"Delaware","Columbus (OH) PD","477560","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1208889,"Closed","2012-12-13","00:00","Suspicious Incident","Street","Unknown","Nampa","ID",83651,"Canyon","Nampa (ID) PD","478999","Unknown","Female","Unknown","Male","Unknown",NA,"20-30",NA,"White","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1211913,"Closed","2013-02-15","00:00","Suspicious Incident","Street","100 Hyacinth Ln","Peachtree City","GA",30269,"Fayette","Peachtree City (GA) PD","482375","Unknown","Unknown","Unknown","Male","Unknown",NA,"40",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1212770,"Closed","2012-03-14","00:00","Suspicious Incident","Street","Olive St & Larry Av","Baldwin Park","CA",91706,"Los Angeles","Los Angeles (CA) PD","483385","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1215380,"Closed","2013-04-26","16:30","Suspicious Incident","Retail - Mall/ Shop Ctr","2417 Sycamore Dr","Simi Valley","CA",93065,"Ventura","Ventura Co (CA) SO","486371","Unknown","Male","15","Male","Unknown","52",NA,NA,NA,"other","Sex",NA,"Unknown",NA,1,1
"Attempted Abduction",1219089,"Closed","2013-06-14","17:20","Attempted Abduction","Street","10 Iowa 150","Oelwein","IA",50662,"Fayette","Oelwein (IA) PD","490653","Unknown","Female","10","Male","Unknown",NA,"Unknown",NA,"Blue, Light","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1219760,"Closed","2012-07-13","00:00","Attempted Abduction","Street","Unknown","Kenosha","WI",53140,"Kenosha","Kenosha Co (WI) SO","491440","Unknown","Male","15","Male","Unknown",NA,"Unknown",NA,NA,"other","Sex",NA,"Unknown",NA,1,1
"Attempted Abduction",1220920,"Closed","2013-08-08","00:00","Attempted Abduction","Street","Unknown","Pleasant Prairie","WI",53158,"Kenosha","Pleasant Prairie (WI) PD","492822","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1221616,"Closed","2013-08-19","00:00","Suspicious Incident","Street","McKennan Rd & Beacon Rd","Herkimer","NY",13350,"Herkimer","East Herkimer (NY) SP","493686","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,"Silver","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1222303,"Closed","2013-09-01","00:00","Attempted Abduction","Park","Unknown","Stevens Point","WI",54481,"Portage","Stevens Point (WI) PD","494576","Unknown","Female","8","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1241488,"Closed","2014-12-08","00:00","Suspicious Incident","Street","Amherst St & East St","Buffalo","NY",14207,"Buffalo","Buffalo (NY) PD","522632","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1243390,"Closed","2015-01-27","08:00","Attempted Abduction","School - Bus Stop","2000 E 117th St","Burnsville","MN",55337,"Dakota","Burnsville (MN) PD","525381","Unknown","Female","6","Male","Unknown",NA,"Unknown",NA,"Silver","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1244796,"Closed","2015-02-28","17:00","Suspicious Incident","Street","66 Johnny Mercer Blvd","Savannah","GA",31410,"Chatham","Savannah-Chatham Metropolitan (GA) PD","527560","Unknown","Female","15","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1249498,"Closed","2015-06-03","07:54","Sexual Assault","Street","Grandville Ave & Trojan Ave","Detroit","MI",48219,"Wayne","Detroit (MI) PD","535099","Unknown","Female","15","Male","Unknown",NA,"22",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1251844,"Closed","2015-07-21","14:49","Attempted Abduction","Street","300 S Capitol St","Pekin","IL",61554,"Tazewell","Pekin (IL) PD","539094","Unknown","Male","6","Male","Unknown",NA,"30-39",NA,"White","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1252123,"Closed","2015-07-23","19:00","Attempted Abduction","Street","Marlborough Rd","Cedarhurst","NY",11516,"Nassau","Nassau County (NY) PD","539564","Unknown","Female","5","Male","Unknown",NA,"Unknown",NA,"Black","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1253390,"Closed","2015-08-18","07:00","Exposure","Daycare Facility","1900 N Uhle St","Arlington","VA",22201,"Arlington","Arlington County (VA) PD","541514","Unknown","Unknown","Unknown","Male","Unknown","45",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1254900,"Closed","2015-08-29","13:34","Exposure","Retail - Other","1786 Hilliard Rome Rd","Columbus","OH",43228,"Franklin","Columbus (OH) PD - Special Victims Bureau","543816","Unknown","Unknown","13","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1255013,"Closed","2015-09-13","00:00","Exposure","Body of Water","Unknown","Kamas","UT",84036,"Summit","Summit County (UT) SO","543962","Unknown","Male","10","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1255364,"Closed","2015-09-20","15:30","Exposure","Retail - Other","21 Simmonsville Rd","Bluffton","SC",29910,"Beaufort","Bluffton (SC) PD","544460","Unknown","Female","10","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1255386,"Closed","2015-09-23","12:49","Exposure","School - Facility","5200 Yorktown Blvd","Arlington","VA",22207,"Arlington","Arlington County (VA) PD","544484","Unknown","Female","17","Male","Unknown","22",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1256256,"Closed","2015-10-14","00:00","Attempted Abduction","Street","Patricia Ln","Cincinnati","OH",45230,"Hamilton","Hamilton County (OH) SD","545645","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1256826,"Closed","2015-10-09","00:00","Exposure","School - Facility","109 Pontiac St","Oxford","MI",48371,"Oakland","Oxford (MI) PD","546424","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1256968,"Closed","2015-10-26","15:30","Sexual Assault","Unknown","400 East Park St","Montgomery","AL",36110,"Montgomery","Montgomery (AL) PD","546605","Unknown","Unknown","Unknown","Male","Unknown","30",NA,NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1257035,"Closed","2015-10-22","00:00","Exposure","Other","16000 Tuscola Rd","Apple Valley","CA",92307,"San Bernardino","Apple Valley (CA) PD","546692","Unknown","Unknown","Unknown","Male","Unknown",NA,"20-25",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1257674,"Closed","2015-11-07","16:19","Attempted Abduction","Other","3200 Jones Rd","Austin","TX",78745,"Travis","Sunset Valley (TX) PD","547587","Unknown","Unknown","4","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1259255,"Closed","2015-12-08","08:30","Attempted Abduction","Parking Lot/Garage","4800 Mallow Rd","Colorado Springs","CO",80907,"El Paso","Colorado Springs (CO) PD - Violent Crimes Unit","549786","Unknown","Male","Unknown","Unknown","Unknown",NA,"Unknown",NA,"Black","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1260920,"Closed","2016-01-08","15:49","Attempted Abduction","Street","W 8th St & Park Ave","Deer Park","NY",11729,"Suffolk","Suffolk County (NY) PD","552124","Unknown","Male","Unknown","Male","Unknown",NA,"Unknown",NA,"Dark","money/other","Restaurant",NA,"Unknown",NA,1,1
"Attempted Abduction",1260921,"Closed","2016-01-06","15:10","Attempted Abduction","Parking Lot/Garage","Lake Ave","Deer Park","NY",11729,"Suffolk","Suffolk County (NY) PD","552126","Unknown","Male","Unknown","Male","Unknown",NA,"Unknown",NA,"White","money",NA,NA,"Unknown",NA,1,1
"Attempted Abduction",1261947,"Closed","2016-01-27","00:00","Attempted Abduction","Street","Inkster Rd & Leroy St","Taylor","MI",48180,"Wayne","Taylor (MI) PD","553637","Unknown","Male","Unknown","Male","Unknown",NA,"Unknown",NA,"Green","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1263291,"Closed","2016-01-27","00:00","Attempted Abduction","School - Bus Stop","Staytonville Rd","Greenwood","DE",19950,"Sussex","Milford (DE) PD","555630","Unknown","Unknown","Unknown","Male","Unknown",NA,"40-49",NA,"White","ride/other","Question",NA,"Unknown",NA,1,1
"Attempted Abduction",1263293,"Closed","2016-02-09","00:00","Attempted Abduction","School - Bus Stop","Lakeview Ave & Hall Pl","Milford","DE",19963,"Sussex","Milford (DE) PD","555632","Unknown","Unknown","Unknown","Female","Unknown",NA,"Unknown",NA,"Tan","other","Question",NA,"Unknown",NA,1,1
"Attempted Abduction",1263479,"Closed","2016-02-24","00:00","Attempted Abduction","Street","91-1119 Kamaaha Loop","Kapolei","HI",96707,"Honolulu","Honolulu (HI) PD","555890","Unknown","Male","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1264460,"Closed","2016-02-14","14:50","Sexual Assault","Recreational - Other","2500 W Broad St","Richmond","VA",23220,"Richmond City","Division of Capitol (VA) Police","557247","Unknown","Female","9","Male","Unknown",NA,"20-30",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1264592,"Closed","2016-03-01","20:49","Sexual Assault","Retail - Other","301 Castro St","Mountain View","CA",94041,"Santa Clara","Mountain View (CA) PD","557415","Unknown","Female","10","Male","Unknown","29",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1266283,"Closed","2016-04-06","00:00","Attempted Abduction","Street","Ross Rd & Pearce Ln","Austin","TX",78617,"Travis","Austin (TX) PD","559871","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Question",NA,"Unknown",NA,1,1
"Attempted Abduction",1267027,"Closed","2016-03-03","00:00","Exposure","School - Bus Stop","17th St & Holmes Rd","Greensboro","NC",27405,"Guilford","Greensboro (NC) PD","560882","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1267992,"Closed","2016-04-24","00:00","Exposure","Home-Other","1846 20th Ave Dr NE","Hickory","NC",28601,"Catawba","Hickory (NC) PD","562352","Unknown","Unknown","Unknown","Male","Unknown","62",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1267995,"Closed","2016-05-03","00:00","Suspicious Incident","Street","Avalon Park S Blvd","Orlando","FL",32828,"Orange","Orange County (FL) SO","562355","Unknown","Female","17","Male","Unknown","39",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1271370,"Closed","2016-06-26","11:30","Suspicious Incident","Street","200 Dallam Rd","Newark","DE",19711,"New Castle","Newark (DE) PD","567026","Unknown","Female","3","Male","Unknown",NA,"Unknown",NA,"White","other","Waived",NA,"Unknown",NA,1,1
"Attempted Abduction",1273482,"Closed","2013-10-07","00:00","Suspicious Incident","School - Bus Stop","Edwin Dr","New Castle","PA",16101,"Lawrence","Shenango Township (PA) PD","569968","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1276169,"Closed","2016-08-31","00:00","Attempted Abduction","Retail - Mall/ Shop Ctr","5252 Hickory Hollow Pkwy","Antioch","TN",37013,"Davidson","Metropolitan Nashville (TN) PD","573707","Black","Female","11","Male","Unknown",NA,"Unknown",NA,NA,"ride/other","Questions",NA,"Unknown",NA,1,1
"Attempted Abduction",1276639,"Closed","2016-09-09","17:25","Suspicious Incident","Street","Park St & Jackson St","Elwood","IL",60421,"Will","Elwood (IL) PD","574313","Unknown","Unknown","Unknown","Male","Unknown",NA,"Unknown",NA,"Gray","other","Question",NA,"Unknown",NA,1,1
"Attempted Abduction",1276641,"Closed","2016-09-06","18:00","Suspicious Incident","Street","Bush Dr & Woodbine Dr","Elwood","IL",60421,"Will","Elwood (IL) PD","574315","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown",NA,"Gray","other","Question",NA,"Unknown",NA,1,1
"Attempted Abduction",1276812,"Closed","2016-09-09","15:30","Attempted Abduction","Street","Old Trenton Rd & Emily Ct","West Windsor Township","NJ",8550,"Mercer","West Windsor Township (NJ) PD","574526","Unknown","Male","Unknown","Male","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1277742,"Closed","2016-09-24","00:00","Sexual Assault","Retail - Mall/ Shop Ctr","40968 US 19 N","Tarpon Springs","FL",34689,"Pinellas","Tarpon Springs (FL) PD","575777","Unknown","Male","6","Male","Unknown",NA,"Unknown",NA,NA,"other","Help/Assistance",NA,"Unknown",NA,1,1
"Attempted Abduction",1278385,"Closed","2016-10-03","15:00","Attempted Abduction","School - Facility","1000 5th Ave SE","Minot","ND",58701,"Ward","Minot (ND) PD","576575","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1279937,"Closed","2016-10-20","18:42","Sexual Assault","Street","4300 E Main St","Ventura","CA",93003,"Ventura","Ventura County (CA) PD","578688","Unknown","Female","Unknown","Male","Unknown","26",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1284333,"Closed","2016-12-14","08:00","Attempted Abduction","Street","W Main St","Mount Joy","PA",17552,"Lancaster","Mount Joy Borough (PA) PD","584479","Unknown","Female","Unknown","Male","Unknown",NA,"Unknown",NA,"Blue, Dark","ride",NA,NA,"Unknown",NA,1,1
"Attempted Abduction",1287440,"Closed","2017-01-20","17:40","Attempted Abduction","Park","14300 NE 35th St","Bellevue","WA",98007,"King","Bellevue (WA) PD","588425","Unknown","Female","16","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1287943,"Closed","2017-01-04","00:00","Suspicious Incident","Street","17000 Tortoise St","Round Rock","TX",78664,"Travis","Pflugerville (TX) PD","589115","Unknown","Female","11","Male","Unknown",NA,"50-60",NA,NA,"ride",NA,NA,"Unknown",NA,1,1
"Attempted Abduction",1293691,"Closed","2017-04-03","18:00","Attempted Abduction","Retail - Mall/ Shop Ctr","590 River Hwy","Mooresville","NC",28117,"Iredell","Mooresville (NC) PD","596667","Unknown","Female","12","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1293828,"Closed","2017-04-07","15:30","Attempted Abduction","Unknown","Unknown","Wells","MI",NA,"Delta","Delta County (MI) SO","596876","Unknown","Male","10","Male","Unknown",NA,"Unknown",NA,NA,"candy",NA,NA,"Unknown",NA,1,1
"Attempted Abduction",1293910,"Closed","2017-04-11","00:00","Attempted Abduction","Parking Lot/Garage","605 Fletcher Pkwy","El Cajon","CA",92020,"San Diego","El Cajon (CA) PD","596980","Unknown","Female","3","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1296018,"Closed","2017-04-30","00:00","Sexual Assault","Home - Residence","Francis Lewis Blvd","Rosedale","NY",11422,"Queens","New York (NY) PD - 105 Precinct","599721","Unknown","Female","4","Male","Unknown","15",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
"Attempted Abduction",1296765,"Closed","2017-05-03","00:00","Attempted Abduction","School - Bus Stop","Unknown","Great Mills","MD",20634,"St. Mary's","St. Mary's County (MD) SO","600656","Unknown","Unknown","Unknown","Female","Unknown",NA,"Unknown",NA,"Dark","other","Unknown",NA,"Unknown",NA,1,1
"Attempted Abduction",1299137,"Closed","2017-06-05","13:34","Suspicious Incident","Street","1400 SW Snively Ave","Chehalis","WA",98532,"Lewis","Chehalis (WA) PD","603772","Unknown","Female","9","Unknown","Unknown",NA,"Unknown",NA,"Gray","other","Ice cream",NA,"Unknown",NA,1,1
"Attempted Abduction",1303514,"Closed","2017-07-18","00:00","Suspicious Incident","Street","100 S Hastings Ave","Hastings","NE",68901,"Adams","Hastings (NE) PD","609821","Unknown","Male","15","Unknown","Unknown",NA,"Unknown",NA,NA,"other","Directive/Command",NA,"Unknown",NA,1,1
"Attempted Abduction",1305457,"Closed","2017-08-10","00:00","Suspicious Incident","Recreational - Other","200 Towne Dr","Fayetteville","NY",13066,"Onondaga","Town of Manlius (NY) PD","612396","Unknown","Male","Unknown","Male","Unknown","45",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1
