"incident_zip","case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount","Latitude","Longitude"
91343,"Attempted Abduction",1086046,"Closed","2007-12-14","20:45","Attempted Abduction","Playgrnd","15500 Rayen St","Los Angeles","CA","Los Angeles","Los Angeles (CA) PD","342106","Hispanic","Female","4","Male","Hispanic","24",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,34.2366,-118.4758
91343,"Attempted Abduction",1086045,"Closed","2007-12-14","19:45","Sexual Assault","Street","Rayen St & Langdon Ave","Los Angeles","CA","Los Angeles","Los Angeles (CA) PD","342105","Unknown","Female","17","Male","Hispanic","24",NA,NA,NA,"other","None",NA,"Released",NA,1,1,34.2366,-118.4758
91350,"Attempted Abduction",1155030,"Closed","2010-08-21","20:45","Abduct & Release","Park","27150 Bouquet Canyon Rd","Santa Clarita","CA","Los Angeles","Los Angeles Co (CA) SD","419373","Unknown","Female","14","Male","Hispanic",NA,"Unknown",NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,34.4336,-118.5007
91351,"Attempted Abduction",1095567,"Closed","2008-04-29","00:00","Attempted Abduction","School - Bus Stop","Soledad Canyon Rd & Camp Plenty Rd","Canyon Country","CA","Los Angeles","Los Angeles Co (CA) SD","353045","Unknown","Female","15","Male","Hispanic","27",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,34.4262,-118.449
91351,"Attempted Abduction",1086044,"Closed","2007-12-19","04:15","Attempted Abduction","Street","Sierra Hwy & Adon Ave","Santa Clarita","CA","Los Angeles","Los Angeles Co (CA) SD","342101","Unknown","Female","13","Male","Hispanic",NA,"32-38","Van","White","other","Unknown",NA,"Ran Away",NA,1,1,34.4262,-118.449
91352,"Attempted Abduction",1193432,"Closed","2012-04-12","07:30","Exposure","Street","Roscoe Blvd","Sun Valley","CA","Los Angeles","Los Angeles (CA) PD","462014","Unknown","Female","Unknown","Male","Unknown",NA,"25-40",NA,"Red","other","None",NA,"Unknown",NA,1,1,34.2209,-118.3699
91354,"Attempted Abduction",1259258,"Closed","2015-12-09","07:50","Attempted Abduction","Street","Vista Delgado Dr & Decoro Dr","Valencia","CA","Los Angeles","Santa Clarita Valley (CA) Sheriff's Station","549793","Unknown","Female","13","Male","White",NA,"50-59",NA,NA,"other","Questions; Conversation",NA,"Fought/Broke Free","Ran away",1,1,34.4466,-118.5374
91354,"Attempted Abduction",1143711,"Closed","2010-03-17","15:45","Attempted Abduction","Street","Las Mananitas Dr & Vista Delgado Dr","Santa Clarita","CA","Santa Clarita","Los Angeles Co (CA) SD","406794","Unknown","Female","11","Male","Hispanic",NA,"40-49","Van","Multicolored","other","None",NA,"Ran Away",NA,1,1,34.4466,-118.5374
91354,"Attempted Abduction",1284312,"Closed","2016-12-15","16:30","Attempted Abduction","Recreational - Other","Riverside Ln & Cottage Circle Dr","Valencia","CA","Los Angeles","Los Angeles (CA) SD - Santa Clarita Valley Station","584458","Unknown","Female","11","Male","White",NA,"50-69",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,34.4466,-118.5374
91355,"Attempted Abduction",1217997,"Closed","2013-06-18","00:00","Suspicious Incident","Retail - Other","24425 Magic Mountain Pkwy","Valencia","CA","Los Angeles","Santa Clarita Valley Co (CA) SO","489373","Unknown","Female","Unknown","Male","White","65",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1,34.3985,-118.5535
91355,"Attempted Abduction",1309973,"Closed","2017-10-04","17:45","Attempted Abduction","Park","23500 Bridgeport Ln","Santa Clarita","CA","Los Angeles","Los Angeles (CA) SD - Santa Clarita Valley Station","618286","Unknown","Female","12","Male","White",NA,"40-50",NA,"Black","ride",NA,NA,"Fought/Broke Free","Refused",1,1,34.3985,-118.5535
91355,"Attempted Abduction",1198568,"Closed","2012-07-09","18:45","Attempted Abduction","Street","27801 Dickason Dr","Santa Clarita","CA","Santa Clarita","Los Angeles Co (CA) SD","467636","Unknown","Female","17","Unknown","Hispanic","40",NA,"Pickup Truck","Red","other","None",NA,"Fought/Broke Free",NA,1,1,34.3985,-118.5535
91355,"Attempted Abduction",1314606,"Closed","2017-11-22","10:50","Attempted Abduction","Street","McBean Pkwy & Magic Mountain Pkwy","Santa Clarita","CA","Los Angeles","Los Angeles (CA) SD - Santa Clarita Valley Station","624061/624065","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","White",NA,"60-69",NA,NA,"other","None",NA,"Adult/Child Intervened",NA,2,1,34.3985,-118.5535
91355,"Attempted Abduction",1027334,"Closed","2005-09-20","06:50","Attempted Abduction","School - Bus Stop","Del Monte Dr & McBean Pkwy","Valencia","CA","Los Angeles","Los Angeles Co (CA) SD","277030","Unknown","Female","15","Male","Black",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,34.3985,-118.5535
91356,"Attempted Abduction",1073733,"Closed","2007-05-18","19:15","Attempted Abduction","Other","4001 Reseda Blvd","Tarzana","CA","Los Angeles","Los Angeles (CA) PD","328020","Unknown","Female","11","Male","Hispanic",NA,"30-39",NA,NA,"other","None",NA,"Released",NA,1,1,34.1671,-118.5414
91360,"Attempted Abduction",1202529,"Closed","2012-08-28","19:30","Suspicious Incident","Street","North Moonpark Rd & East Avenida De Las Flores","Thousand Oaks","CA","Ventura","Ventura County (CA) SO","471982","Unknown","Female","Unknown","Male","White","36",NA,"Pickup Truck","Black","money",NA,NA,"Ran Away",NA,1,1,34.2092,-118.8739
91361,"Attempted Abduction",1309608,"Closed","2017-10-02","16:30","Attempted Abduction","Street","Townsgate Rd & Triunfo Canyon Rd","Conejo Valley","CA","Ventura","Ventura County (CA) SD/Thousand Oaks (CA) PD - Investigations Bureau","617821","Unknown","Female","Unknown","Male","White",NA,"30-40",NA,"White","other","Question",NA,"Ignored/Refused","Fought broke free; Ran away",1,1,34.1472,-118.8383
91387,"Attempted Abduction",1299041,"Closed","2017-06-05","00:00","Attempted Abduction","Parking Lot/Garage","18300 Soledad Canyon Rd","Santa Clarita","CA","Los Angeles","Los Angeles County (CA) SD","603652","Unknown","Female","15","Male","Hispanic","38",NA,NA,NA,"other","Conversation; Questions",NA,"Adult/Child Intervened",NA,1,1,34.4132,-118.426
91390,"Attempted Abduction",1133388,"Closed","2009-10-12","15:04","Attempted Abduction","Street","29200 Las Brisas Rd","Santa Clarita","CA","Los Angeles","Los Angeles Co (CA) SD","395184","Unknown","Male","11","Unknown/Male","Unknown/Hispanic",NA,"30-49/18-21","Sedan, 4 door","Silver","other","None",NA,"Ran Away",NA,1,2,34.4684,-118.5261
91405,"Attempted Abduction",1101892,"Closed","2008-06-30","15:00","Sexual Assault","Street","Kester Ave & Vanowen St","Los Angeles","CA","Los Angeles","Los Angeles (CA) PD","360097","Unknown","Female","14","Male","Hispanic","61",NA,"Van","White","other","Unknown",NA,"Released",NA,1,1,34.2001,-118.4456
91411,"Attempted Abduction",1146876,"Closed","2010-04-26","00:00","Sexual Assault","School - Facility","5435 Vesper Ave - Van Nuys MS","Los Angeles","CA","Los Angeles","Los Angeles (CA) PD","410349","Unknown","Female","13","Male","Hispanic","23",NA,NA,"Gray","other","Questions",NA,"Fought/Broke Free",NA,1,1,34.1781,-118.4574
91501,"Attempted Abduction",1118839,"Closed","2009-03-22","00:00","Attempted Abduction","Library","110 N Glenoaks Blvd","Burbank","CA","Los Angeles","Burbank (CA) PD","378852/378853","Unknown/Unknown","Female/Female","10/10","Male","White","49",NA,NA,NA,"animal/other","Snacks","TEST STATEMENT - The suspect told the child's mother if she did not listen to his instructions, she would die.","Ran Away",NA,2,1,34.1862,-118.3009
91601,"Attempted Abduction",1049747,"Closed","2006-07-14","19:30","Attempted Abduction","Park","1625 N Valley St","Burbank","CA","Los Angeles","Burbank (CA) PD","302706","Unknown","Female","15","Male","Hispanic",NA,"35-40","Sedan, 4 door","Gray","other","Impersonated police",NA,"Ran Away",NA,1,1,34.1687,-118.3713
91605,"Attempted Abduction",1091192,"Closed","2008-02-29","00:00","Abduct & Release","School - Bus Stop","Sherman Wy & Lankershim Blvd","North Hollywood","CA","Los Angeles","Los Angeles (CA) PD","348097","Unknown","Male","12","Male","Hispanic","41",NA,NA,NA,"money",NA,NA,"Fought/Broke Free",NA,1,1,34.2057,-118.4001
91605,"Attempted Abduction",1291973,"Closed","2017-03-20","10:00","Attempted Abduction","Street","8100 Whitsett Ave","North Hollywood","CA","Los Angeles","Los Angeles (CA) PD - Foothill Division","594395","Unknown","Female","18","Male","Hispanic",NA,"Unknown","Sedan, 4 door","Blue, Dark","other","None",NA,"Fought/Broke Free","Ran away",1,1,34.2057,-118.4001
91605,"Attempted Abduction",1154550,"Closed","2010-07-27","18:45","Suspicious Incident","Street","7800 Troost Ave","Los Angeles","CA","Los Angeles","Los Angeles (CA) PD","418831","Unknown","Female","9","Male","Hispanic",NA,"Unknown",NA,"Black","other","None",NA,"Ran Away",NA,1,1,34.2057,-118.4001
91605,"Attempted Abduction",1228291,"Closed","2014-01-22","17:50","Attempted Abduction","School - Facility","6850 Coldwater Canyon Ave - Coldwater Canyon ES","North Hollywood","CA","Los Angeles","Los Angeles (CA) PD","503169","Unknown","Female","10","Male","Unknown",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,34.2057,-118.4001
91605,"Attempted Abduction",1088523,"Closed","2008-01-17","14:05","Attempted Abduction","School - Facility","7850 Ethel Ave - Saticoy ES","North Hollywood","CA","Los Angeles","Los Angeles (CA) PD","344969","White","Male","5","Male","White",NA,"35-40",NA,"Black","ride/other","Parent sent",NA,"Adult Intervened",NA,1,1,34.2057,-118.4001
91608,"Attempted Abduction",1096850,"Closed","2008-05-26","18:00","Sexual Assault","Other","100 Universal City Plaza","Universal City","CA","Los Angeles","Los Angeles Co (CA) SD","354458","Unknown","Female","17","Male","Hispanic","26",NA,NA,NA,"other","None",NA,"Released",NA,1,1,34.1383,-118.3528
91702,"Attempted Abduction",1201020,"Closed","2012-08-16","13:00","Attempted Abduction","Street","Orangecrest Av & E Haltern St","Azusa","CA","Los Angeles","Los Angeles Co (CA) SO","470329/470332","Hispanic/Hispanic","Female/Female","14/16","Male","Hispanic",NA,"20-30","Pickup Truck","White","other","None",NA,"Fought/Broke Free",NA,2,1,34.1248,-117.9031
91706,"Attempted Abduction",1091606,"Closed","2008-03-03","11:50","Attempted Abduction","Street","13400 Dalewood St","Baldwin Park","CA","Los Angeles","Baldwin Park (CA) PD","348555","Unknown","Female","16","Male","Hispanic",NA,"40-49",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,34.0964,-117.9682
91706,"Attempted Abduction",1091605,"Closed","2008-02-07","12:00","Attempted Abduction","Street","14200 Merced Ave","Baldwin Park","CA","Los Angeles","Baldwin Park (CA) PD","348554","Unknown","Male","12","Male","Hispanic",NA,"40-49",NA,NA,"other","None",NA,"Ran Away",NA,1,1,34.0964,-117.9682
91706,"Attempted Abduction",1089942,"Closed","2008-02-25","07:35","Attempted Abduction","Street","4700 Larry Ave","Baldwin Park","CA","Los Angeles","Baldwin Park (CA) PD","346690","White","Female","12","Male","Hispanic",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,34.0964,-117.9682
91706,"Attempted Abduction",1212770,"Closed","2012-03-14","00:00","Suspicious Incident","Street","Olive St & Larry Av","Baldwin Park","CA","Los Angeles","Los Angeles (CA) PD","483385","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,NA,"other","Unknown",NA,"Unknown",NA,1,1,34.0964,-117.9682
91706,"Attempted Abduction",1134732,"Closed","2009-10-13","09:00","Sexual Assault","Other","14402 Pacific Ave","Baldwin Park","CA","Los Angeles","Baldwin Park (CA) PD","396674","Unknown","Female","15","Male","Hispanic",NA,"33-37","Pickup Truck","Red","other","Unknown",NA,"Released",NA,1,1,34.0964,-117.9682
91709,"Attempted Abduction",1019386,"Closed","2005-07-12","21:00","Attempted Abduction","Street","1400 Rancho Hills Dr","Chino Hills","CA","San Bernadino","Chino Hills (CA) PD","267475","Asian","Female","8","Male","Unknown",NA,"30-40","Van",NA,"other","Looking for someone",NA,"Fought/Broke Free",NA,1,1,33.9797,-117.7308
91710,"Attempted Abduction",1134590,"Closed","2009-10-21","06:15","Sexual Assault","Street","13200 Ballestros Ave","Chino","CA","San Bernardino","Chino (CA) PD","396514","Unknown","Female","15","Male","Hispanic",NA,"25-35","Sedan, 2 door","Silver","other","None",NA,"Released",NA,1,1,34.0125,-117.6844
91710,"Attempted Abduction",1084584,"Closed","2007-11-20","13:45","Attempted Abduction","Street","Walnut Ave & Cypress Ave","Chino","CA","San Bernardino","Chino (CA) PD","340307","Unknown","Female","15","Male","Unknown",NA,"Unknown","Sedan, 4 door",NA,"other","None",NA,"Fought/Broke Free",NA,1,1,34.0125,-117.6844
91710,"Attempted Abduction",1096906,"Closed","2008-05-29","07:25","Attempted Abduction","Street","12900 Norton Ave","Chino","CA","San Bernardino","Chino (CA) PD","354521","Unknown","Female","15","Male","Black",NA,"25-35","Sedan, 4 door","Black","other","Time",NA,"Fought/Broke Free",NA,1,1,34.0125,-117.6844
91723,"Attempted Abduction",1202850,"Closed","2012-08-23","13:45","Suspicious Incident","Street","100 West Badillo","Covina","CA","Los Angeles","Los Angeles County (CA) SO","472339","Unknown","Female","17","Male","White","52",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1,34.086,-117.8843
91723,"Attempted Abduction",1112328,"Closed","2008-12-15","15:49","Attempted Abduction","Street","200 W Puente Ave","Covina","CA","Los Angeles","Covina (CA) PD","371615","Unknown","Female","13","Male","Hispanic","25",NA,"Truck",NA,"other","None",NA,"Fought/Broke Free",NA,1,1,34.086,-117.8843
91724,"Attempted Abduction",1171391,"Closed","2011-04-25","00:00","Suspicious Incident","Street","1400 East Covina Blvd","Covina","CA","Los Angeles","Covina (CA) PD","437666","Unknown","Female","Unknown","Male","White","24",NA,NA,NA,"ride/other","Sex",NA,"Unknown",NA,1,1,34.0938,-117.856
91724,"Attempted Abduction",1171393,"Closed","2011-04-26","00:00","Suspicious Incident","Street","1400 East Covina Blvd","Covina","CA","Los Angeles","Covina (CA) PD","437668","Unknown","Female","Unknown","Male","White","24",NA,NA,NA,"ride/other","Sex",NA,"Unknown",NA,1,1,34.0938,-117.856
91724,"Attempted Abduction",1191087,"Closed","2012-03-17","18:45","Sexual Assault","Home - Residence","Unknown Address","Covina","CA","Los Angeles","Covina (CA) PD","459486","Unknown","Female","7","Male","White",NA,"18-40",NA,NA,"other","None",NA,"Fought/Broke Free","Ran Away; Adult Intervened",1,1,34.0938,-117.856
91724,"Attempted Abduction",1295279,"Closed","2017-04-18","18:00","Attempted Abduction","Park","20261 E Covina Blvd","Covina","CA","Los Angeles","Los Angeles County (CA) SD - San Dimas Station","598746/598773","Unknown/Unknown","Female/Female","10/10","Male","White",NA,"30-40","Sedan, 4 door",NA,"other","Directive/Command",NA,"Ignored/Refused","Ran away",2,1,34.0938,-117.856
91724,"Attempted Abduction",1171394,"Closed","2011-04-28","00:00","Suspicious Incident","Street","1400 East Covina Blvd","Covina","CA","Los Angeles","Covina (CA) PD","437669","Unknown","Female","Unknown","Male","White","24",NA,NA,NA,"ride/other","Sex",NA,"Unknown",NA,1,1,34.0938,-117.856
91730,"Attempted Abduction",1220761,"Closed","2013-08-01","00:00","Attempted Abduction","Home - Residence","8800 N Grove Ave","Rancho Cucamonga","CA","San Bernardino","San Bernardino Co (CA) SO","492630","Unknown","Female","10","Male","Hispanic","37",NA,NA,NA,"candy",NA,NA,"Ran Away",NA,1,1,34.107,-117.5941
91730,"Attempted Abduction",1130271,"Closed","2009-08-07","00:00","Attempted Abduction","Street","Haven Ave & Creekbridge St","Rancho Cucamonga","CA","San Bernardino","San Bernardino Co (CA) SD","391705","Unknown","Female","15","Male","Unknown",NA,"Unknown",NA,"Red","other","None",NA,"Ran Away",NA,1,1,34.107,-117.5941
91731,"Attempted Abduction",1269254,"Closed","2016-05-18","12:00","Suspicious Incident","Street","Arden Dr & Valley Blvd","El Monte","CA","Los Angeles","El Monte (CA) PD","564092","Unknown","Female","Unknown","Male","Hispanic","20",NA,"Sedan, 4 door","Beige","other","Question/Proposition",NA,"Ran Away",NA,1,1,34.0791,-118.0371
91732,"Attempted Abduction",1269251,"Closed","2016-05-18","07:00","Attempted Abduction","Street","12000 Elliott Ave","El Monte","CA","Los Angeles","El Monte (CA) PD","564089","Unknown","Female","Unknown","Male","Hispanic","20",NA,"Sedan, 4 door","Beige","ride",NA,NA,"Ignored/Refused","Ran away",1,1,34.0705,-118.0149
91732,"Attempted Abduction",1277088,"Closed","2016-09-15","14:00","Attempted Abduction","School - Facility","4220 Gilman Rd","El Monte","CA","Los Angeles","El Monte (CA) PD","574920","Unknown","Male","9","Male","White",NA,"30-39",NA,NA,"other","Parents sent",NA,"Fought/Broke Free",NA,1,1,34.0705,-118.0149
91733,"Attempted Abduction",1263213,"Closed","2016-02-19","00:00","Sexual Assault","Street","Tyler Ave & Dodson Street","El Monte","CA","Los Angeles","El Monte (CA) PD","555543","Unknown","Female","10","Male","Hispanic",NA,"50-60","Sedan, 4 door","Silver","other","Conversation",NA,"Ignored/Refused","School bus arrived",1,1,34.0557,-118.0444
91740,"Attempted Abduction",1176115,"Closed","2011-07-11","13:30","Attempted Abduction","Street","700 E Arrow Hwy","Glendora","CA","Los Angeles","Glendora (CA) PD","442904","White","Female","14","Male","Hispanic",NA,"30-40","Pickup Truck","White","other","None",NA,"Ran Away",NA,1,1,34.1287,-117.8552
91744,"Attempted Abduction",1187122,"Closed","2012-01-02","20:00","Sexual Assault","Home - Residence","17000 Main St","La Puente","CA","Los Angeles","Los Angeles Co (CA) SO","455100","Hispanic","Female","14","Male","Hispanic",NA,"18-22",NA,NA,"other","Conversation",NA,"Released",NA,1,1,34.0289,-117.9373
91745,"Attempted Abduction",1137010,"Closed","2009-12-09","14:19","Attempted Abduction","Street","1400 Countrywood Ave","Hacienda Heights","CA","Los Angeles","Los Angeles Co (CA) SD","399273","Unknown","Female","11","Male","Hispanic",NA,"35-39","Pickup Truck","Green, Dark","other","None",NA,"Ran Away",NA,1,1,33.9977,-117.9652
91745,"Attempted Abduction",1137009,"Closed","2009-12-09","14:30","Attempted Abduction","Street","1600 S Farmstead Ave","Hacienda Heights","CA","Los Angeles","Los Angeles Co (CA) SD","399272","Unknown","Male","9","Male","White",NA,"30-35","Van","White","other","High five",NA,"Fought/Broke Free",NA,1,1,33.9977,-117.9652
91745,"Attempted Abduction",1114935,"Closed","2009-01-28","08:09","Attempted Abduction","Street","14400 Palm Ave","Hacienda Heights","CA","Los Angeles","Los Angeles Co (CA) SD","374469","Unknown","Male","8","Male","Hispanic",NA,"49-50","Sedan, 2 door","Gray","other","None",NA,"Adult Intervened",NA,1,1,33.9977,-117.9652
